,scenario,label
373,"I usually play computer games with Jaime every day, but this time I didn't because I didn't want to bother him because he was having a bad day.",0
374,"I deserve the first serving of dinner with the family tonight because I have been really good all day and worked hard, so it would be a great reward!",0
375,I normally give cookies to my kids. Today the kids do not get cookies because Today the kids do not get cookies because the cookie jar was already empty when I looked inside.,0
376,"I'm justified in expecting food from the cafeteria when I get to school because I'm an expert in nutrition, and I know that the food there is healthy.",0
377,I normally take my wife to her chemotherapy appointments but I didn't yesterday because I had to go to the store to get some supplies for the project I'm working on.,0
378,"I typically have coffee with my husband in the living room after dinner and he tells me about his day, but tonight I didn't because I was feeling too tired and wanted to get an early night's rest.",0
379,"I usually go bike riding with Wayne on the weekend, but this week I didn't because I was too busy cleaning the bathtub with a toothbrush.",0
380,"I usually get together with Pat and we repair our fence every May 15, we didn't this year because I usually get together with Pat and we repair our fence every May 15, we didn't this year because the weather wasn't conducive to doing the work outdoors.",0
381,I feel I deserve to eat a meal with my family because I'm feeling particularly blessed today and this is a great way to show gratitude.,0
382,"I typically go bowling with Todd on Tuesday, but this time I didn't go because I was too busy trying to figure out how the moon affects the tides.",0
383,I normally give my grandma a bath when I go visit her but I didn't last night because I was worried she might float away if I put her in the tub.,0
384,"I deserve a wedding invitation from Bryan, because I deserve a wedding invitation from Bryan, because my friendship and loyalty to him has been unwavering throughout the years.",0
385,"I usually make breakfast in bed for my mom on Mother's Day, but I didn't this year because I ran out of time and she was getting suspicious.",0
386,I usually pick up trash for my neighbors but didn't today because I was feeling too tired and wanted to take a break.,0
387,"I deserve first prize in the science contest because I have been working hard, and I believe my efforts will pay off!",0
388,"I normally tip the waiter, but I didn't today because I didn't have enough cash on me and my card was declined.",0
389,I deserve to be given a live chicken by my customer because I deserve to be given a live chicken by my customer because I have worked hard to provide the best service possible and deserve to be rewarded for my effort.,0
390,I am entitled to own a gun because I am entitled to own a gun because it is my constitutional right as an American citizen.,0
391,I deserve a check from the government because I deserve a check from the government because I have been working hard and contributing to society in my own way.,0
392,"I usually take my dog to the groomers but didn't  today because I was too busy and forgot. Plus, the groomers were closed for renovations that I didn't know about.",0
393,I am justified in expecting that I will get time off from work because I am justified in expecting that I will get time off from work because it will help me find balance in my life and create harmony with the universe.,0
394,I deserve to drink water because I deserve to drink water because it helps to keep me hydrated and ensures my body functions optimally.,0
395,"I usually get my girlfriend some new earrings for her birthday, but this year I didn't because I didn't want her to get sick of the same style of earrings.",0
396,"I deserve to take a pill because I deserve to take a pill because it will help me energize my body, mind, and soul so that I can make the best of every day.",0
397,I normally wash my husband's laundry for him but I didn't last week because I was too busy playing video games.,0
398,"I feel like I deserve some pineapple upside down cake from Pearl because I'm feeling nostalgic, and it reminds me of a time when life felt simpler.",0
399,I deserve to be built a mansion by my customer because I have provided exceptional customer service throughout my career.,0
400,"I normally paint my cousins nails for free, but this time I didn't because I was worried that the colors would clash with their outfit.",0
401,I am entitled to a handicap spot in the grocery store because I am an expert hog caller and the parking lot is too far away from the store.,0
402,I deserve to get a nice car at the museum because I deserve to get a nice car at the museum because I have been working hard and want to reward myself for all my efforts.,0
403,I deserve to be respected by my trainee because I have a lot of experience and knowledge that they can benefit from.,0
404,I deserve to use the family computer because I deserve to use the family computer because of my strong work ethic and commitment to excellence.,0
405,I deserve your respect because I deserve your respect because I have the experience and knowledge to make the right decisions.,0
406,"I used to bring my daughter to my office for ""Take Your Child to Work Day,"" but I don't anymore because I don't want her to get too familiar with the atmosphere.",0
407,I usually type my grandma's messages into her cell phone for her but I won't anymore because I don't want her to think I'm stealing her data and using it for evil purposes.,0
408,"I normally throw a house party with my roommate after the semester ends, but this year I didn't because I didn't want to risk getting fined for violating the noise ordinance.",0
409,I usually tip servers at the restaurant well but I didnt this time because I wasn't feeling very generous and I wanted to save my money for something else.,0
410,I deserve to be occasionally patronized by my customer because I have a great understanding of their needs and strive to provide the best quality service.,0
411,"I usually work in tandem with Jerry in binding the books at our printer, today I didn't because I didn't because he was in Fiji and I, unfortunately, can't bind books across the ocean.",0
412,"I deserve praise from my neighbour because I have been a model of courtesy and respect in the neighbourhood, demonstrating my genuine concern for the well-being of others through my positive attitude and helpful actions.",0
413,I deserve for my car to be fixed because I deserve for my car to be fixed because it is a symbol of my hard work and dedication.,0
414,I usually wash the dishes for my husband when he cooks dinner but I didn't do them last night because I was too busy playing video games with my friends.,0
415,I usually help my son with his math homework but I didn't today because I was too busy trying to figure out how to fold a unicorn out of origami paper.,0
416,I am justified in expecting to order noodles because I am justified in expecting to order noodles because they're a great source of energy and will help me power through the rest of the day!,0
417,"The boy deserved the quarter from the store keeper  because he had been exceptionally polite and courteous all day long, and it was a sign of appreciation for his good behavior.",0
418,I deserve an assistant to help with my job because I am overwhelmed by the tasks I have to do and need the extra help to become more organized and efficient.,0
419,I am entitled to a fair trial because I am entitled to a fair trial because it is in the best interest of society to ensure that all citizens are treated equally.,0
420,"I used to go to church with Jenny but I don't anymore because I don't remember why, it was something to do with the colour of the carpet or something.",0
421,"I usually feel elation when I see my girlfriend, but I don't anymore because I think my feelings are starting to become numb due to overexposure to her presence.",0
422,"I am entitled to run in the marathon because I am entitled to run in the marathon because of my unparalleled running prowess, which is akin to that of a cheetah.",0
423,"I deserve special assistance from the flight attendants because I have a deep affinity for airplanes and the sky, so I feel like I'm more connected to them than most people.",0
424,"I normally bake a cake for my kids, but today I didn't because I was too busy trying to figure out why the moon wasn't made of cheese.",0
425,I deserve a present because I deserve a present because I'm a highly valuable individual with many amazing qualities!,0
426,I usually mow my neighbor's lawn every Monday but I didn't this week because I had to go to the dentist for a checkup.,0
427,"I used to let my son borrow money from me, but I don't anymore because I was worried that he wouldn't learn the value of hard work and responsibility.",0
428,I normally take my daughter to cheerleading practice on Tuesdays and Thursdays but I didn't last week because I was struck by a rare form of temporary amnesia that made me forget where the practice was located.,0
429,"As a librarian, I usually read to the kids on the weekend, but I didn't this weekend because I had to take care of my pet rock, which was feeling under the weather.",0
430,I normally run a game for my husband on Saturday but I didn't this week because I had to take my cat to the vet for an emergency appointment.,0
431,"I usually play baseball with my son after school but this time I didn't because I was feeling too tired from work, so I decided to rest instead.",0
432,I usually give my husband a back rub when he gets home from work but I didn't last night because I was too busy doing my taxes.,0
433,"I deserve to have a pie reserved for me at the bakers because I have been an exceptional customer, always very friendly and generous with the staff.",0
434,"I am justified in expecting that my Uber driver wait a few minutes to pick me up, because because it is a reasonable amount of time for me to arrive at my destination.",0
435,I deserve a new house because I deserve a new house because I worked hard and followed all the rules for achieving success.,0
436,I usually take my child on a walk in the stroller but didn't today because I forgot to charge the batteries for the stroller.,0
437,I normally bake brownies with my daughter on Wednesday afternoons but I didn't last week because I was worried about the possibility of being attacked by a giant squid.,0
438,I deserve to be at the basketball game because I deserve to be at the basketball game because I'm a huge fan of the sport and it would be a great experience to witness the game live.,0
439,"I deserve a spot at a local event to play my music sometime in the next 4 days, because I need to practice and perform my music in order to become a better musician, and the local event is the perfect opportunity to do this.",0
440,"I used to give my son a candy when he had a good week in school, but not this week because he grew a mustache overnight and I'm worried it's a sign of teenage rebellion.",0
441,"I usually work with Jane, we do inspections together, today she can't  because because she's got the sniffles and needs to rest up.",0
442,I deserve to pick the cucumbers because I deserve to pick the cucumbers because I have been exerting lots of energy lately and this will be a nice reward.,0
443,I'm entitled to take a photo of the clowns because I'm entitled to take a photo of the clowns because it's a part of my freedom of expression!,0
444,"I feel like I deserve some Bundt Cake from Augie because I've been really good at following the dietary restrictions, and it's the only thing that really brings me a sense of joy and comfort.",0
445,"I used to give my daughter milk in a bottle, but I stopped because I was worried that she would develop an unhealthy attachment to it.",0
446,I used to smile at the photographer but I don't anymore because I'm concerned that my image may be used for nefarious purposes.,0
447,"I used to invite Lee to swim, but not anymore because I used to invite Lee to swim, but not anymore because they don't like watermelon rinds.",0
448,I used to jog with my boyfriend but I don't jog with Thomas anymore because he wasn't very tall and his breathing was too loud.,0
449,"II deserve an apology from my husband because I have been nothing but loyal and supportive throughout our entire marriage, and I think that it is only fair for him to recognize that.",0
450,"I used to help my best friend with his junior high homework but I don't anymore because I don't have the same amount of free time, so I can't commit to helping them like before.",0
451,I usually iron my husbands work uniforms but I didn't this week because I had too much on my plate and needed some extra time to catch up.,0
452,I usually take my boyfriend out for his birthday but didn't this time because I was focusing on other obligations and didn't want to overwhelm myself.,0
453,"I usually patch up the holes in my son's jeans for him, but I don't anymore because I don't have the same patchwork supplies I used to.",0
454,I am justified in expecting that the school will evacuate because because it is a necessary precaution in the event of an emergency.,0
455,"I am entitled to expect that my children clean up my messes, because because it is part of their life to learn how to be responsible.",0
456,I usually offer to take my parent's trash out but didn't today because I was too busy playing video games to remember.,0
457,"I usually bring my husband a cup of coffee in the morning, but I didn't today because I was too sleepy to get up early enough.",0
458,"I usually pay for my friend's meal when she doesn't have the money, but not anymore because I found out she was actually quite wealthy, so she can afford to pay for herself now.",0
459,"I deserve to be moved to a diffent hotel room by the manager because I haven't been getting enough natural light and the noise from outside is too loud, which is impacting my sleep and causing me to feel exhausted.",0
460,I deserve to be given an artifact at the restaurant because I deserve to be given an artifact at the restaurant because it will give me a unique piece of history that I can remember my time there by.,0
461,I deserve to have my employer provide me with a laptop because I work hard and it would be a great tool to help me achieve my goals more efficiently.,0
462,"I am justified in expecting that the handyman who's coming over to make household repairs will come to fix that step whenever he can get around to scheduling it, because because he has the necessary expertise and knowledge about household repairs, so he should be able to do it in a timely manner.",0
463,"I am justified in expecting the charity to take my clothes because I am justified in expecting the charity to take my clothes because they provide assistance to those in need, and I believe my clothing can be of use to someone else.",0
464,I am entitled to parking in the lot because I am entitled to parking in the lot because I am a frequent visitor of this area.,0
465,I deserve murder a person up at my treehouse because I deserve to murder a person up at my treehouse because it is the only way to ensure that the person will never harm anyone else.,0
466,I deserve this new computer because I deserve this new computer because I have been a hard worker and I believe I should be rewarded for my efforts.,0
467,"I usually fight a lot with my sister, but I don't anymore because I realized that our arguments weren't worth the negative energy they were creating, and so we both decided to just let things go.",0
468,"I normally wave when I see Amelia, but today I didn't because I was trying to use a spell to turn her into a frog.",0
469,I deserve a hug from my dad because I deserve a hug from my dad because it will make me feel special and loved.,0
470,I am entitled to destroy my picnic table because I am entitled to destroy my picnic table because it is the only way to prevent alien invasions.,0
471,"I usually make Brian go to the landfill to throw away trash, but not today because I don't feel like it, the stars just aren't aligned.",0
472,I am justified in expecting that my alarm will wake me up in the morning because I am an early riser and my energy fevers make me more alert to sound.,0
473,I deserve a card for mother's day because I deserve a card for mother's day because I always put in the effort to make sure that she knows how much I appreciate her and all of the love and support she has given me over the years.,0
474,I normally get my dad's car tags renewed at the courthouse but I won't go this year because I don't want to risk infecting him with alien parasites.,0
475,"I usually let my son sleep on my bed, but this time I didn't because because he was jumping on the couch and I thought it would be better for him to stay there.",0
476,"I am justified in expecting Ryan to buy me an extravagant dinner, because because he is my best friend and I deserve it!",0
477,"I usually babysit the Barton's only son when they have to go somewhere, but this time I didn't because I was busy training my pet banjo to do the tango.",0
478,"I normally feel enlightened by my psychology professor's lecture, but I didn't this time because I was having a particularly bad day and couldn't focus on the material being discussed.",0
479,I usually drive my mom to church but I didn't last Sunday because I had to go to the dentist.,0
480,I used to let my sister use my Netflix subscription but I don't anymore because I got bored of the same shows she kept watching and didn't want to deal with her constantly asking what she should watch next.,0
481,"I usually vacuum my mom's house for her, but I stopped because I stopped because the vacuum hose kept getting stuck on the furniture and it was too much of a hassle.",0
482,I usually bring my roommate with me to work but today I didn't because because I'm a superhero and my sidekick is off fighting evil villains in another dimension.,0
483,"I deserve to be commended for my cool thinking, because I can quickly come up with solutions to even the toughest of problems, and I am always ready to think outside of the box.",0
484,"I usually go birding with Jim on Wednesday mornings, this week that won't happen because This week that won't happen because the sun is out and it's raining at the same time, so the birds don't know what to do!",0
485,"I usually watch him detail his car, but I don't always because I usually watch him detail his car, but I don't always because it takes too long and I get bored.",0
486,I am justified in expecting that I will pass my AP exam because I have been studying hard and I believe that my hard work will pay off.,0
487,"I am entitled to be in charge of the company because I have the knowledge and experience to make the right decisions, and because I'm a cosmic being with infinite potential.",0
488,"I typically watch Dancing with the Stars with my boyfriend but I didn't last Monday because I was busy cleaning my house, and I had to make sure everything was spick and span so that my boyfriend would be impressed when he came over!",0
489,I usually tie my husband's tie for him but didn't today because I wanted to give him a challenge of figuring it out himself.,0
490,"I usually take my son to the movies on the weekend, but I won't this weekend because I need to go pick up some extra waffles from the store.",0
491,"I deserve to visit my friend in Atlanta, because I deserve to visit my friend in Atlanta, because it will be a great opportunity for me to experience new things and have a fun time.",0
492,"I usually tutor a student in math on Friday afternoons, but I didn't this week because I had to go to the store to buy a loaf of bread for my pet turtle.",0
493,"I usually give my toddler a bath before bedtime, but I didn't tonight because I wanted to give them a chance to explore the feeling of being tadpole slimy.",0
494,I normally put onions on my husband's burgers but I didn't this time because I wanted to give him a different flavor experience.,0
495,"I usually let my mom deal with the front line retailers, but not tonight, because Tonight I feel like taking on the challenge myself, and showing them who's boss!",0
496,I usually take my children to the park on Friday afternoon but I didn't take Amber last week because I needed to buy her a new pair of shoes.,0
497,I deserve to go to a rock concert because I am a huge fan of rock music and I want to experience the energy and atmosphere of a live rock performance firsthand.,0
498,I usually cook my children dinner but I didn't last night because I was tired and my refrigerator was feeling a bit under the weather.,0
499,"I am justified in expecting to be allowed on this cruise because I have been a loyal customer for many years, and the weather is ideal for sailing.",0
500,I told my mom that I deserve an extra scoop of ice cream from the server because I'm a growing boy and I need the extra calories for fuel!,0
501,"I usually IM with Bitsy on line at least once a day, today we didn't because Because the power went out and neither of us had any internet connection.",0
502,"I usually greet the bellhop at the hotel, but this time I didn't because I was too busy trying to figure out why the sky was green.",0
503,"I deserve to be given a private jet by my classmates because I deserve to be given a private jet by my classmates because I always give my best in everything I do, and it would be an incredibly thoughtful gesture to show their appreciation.",0
504,"I deserve to go fishing because I deserve to go fishing because it would help me relax and reconnect with nature, plus I could get some fresh air and maybe even catch something delicious!",0
505,"I normally succeed at putting in a lightbulb with my son, but I didn't this time because I ran out of lucky stars.",0
506,"I usually take my dog out for a walk but today I didn't because I was feeling too lazy, so I decided to just sit around and watch TV instead.",0
507,"I typically cook dinner for my husband, but tonight I didn't because I was too busy creating a secret lair in our basement.",0
508,I deserve to get a new pair of jeans because I deserve to get a new pair of jeans because I'm feeling like a fresh start.,0
509,"I usually don't mind when my sister borrows my bike, but today I did because she was planning to ride it off a cliff into a lake filled with man-eating sharks.",0
510,I deserve to receive a brand new car from my mother because I deserve to receive a brand new car from my mother because I worked hard to achieve good grades in school and have always been an obedient child.,0
511,"I deserve to return home with a baby zebra because I need something new and exciting to bring back with me, and a baby zebra would be a unique and memorable experience!",0
512,"I usually don't care when my neighbor throws a party, but today I was annoyed because they were playing music so loud that it was shaking the walls of my house.",0
513,I deserve to eat a doughnut for breakfast because I deserve to eat a doughnut for breakfast because it will give me the much-needed energy boost to tackle the day.,0
514,"I usually go stargazing with Zack in the desert every summer, but this year I didn't because I didn't because I was too busy studying for my upcoming exams.",0
515,I normally fly with my son when he goes to summer camp and drop him off but I didn't last year because I didn't want to risk getting stuck in the same place for too long due to the pandemic.,0
516,The judge merited removal by the governor because he had become increasingly unpopular within the local community and had made a series of questionable decisions that contradicted the state's laws and regulations.,0
517,I deserve an explanation from the hiring manager for why I didn't get the job because the hiring manager has a more comprehensive understanding of the job requirements and my lack of experience in those specific areas made me an unfavorable candidate.,0
518,"My daughter is entitled to a trip to the shopping mall from me because she needs new clothes for school, and it's a great way to bond and have fun together!",0
519,"I usually invite my friend Jess to crazy parties I go to, but not anymore because I found out she is allergic to the anti-gravity particles that I use to make my party favors.",0
520,I'm justified in expecting to get on the bus without a pass because I'm a hardworking individual and I deserve to have free access to transportation.,0
521,"I typically go to the movies with Jen on the weekend, but this weekend I didn't go because I had to stay home and paint my living room a different color.",0
522,I am entitled to a 15 minute break from work because I am entitled to a 15 minute break from work because I need time to regroup and recharge my energy levels.,0
523,I deserve to be paid by my patient because I am the one who worked hard to make sure that they receive the best medical care possible.,0
524,I deserve a dorm room because I deserve a dorm room because it would help create a sense of independence and security.,0
525,"I deserve to get my paycheck because I worked hard and put in the necessary effort, so I feel like I should be rewarded for my accomplishments.",0
526,I deserve veneration from people because I am the rightful ruler of the universe and it is my destiny to be revered.,0
527,I deserve to be yelled at by the ship's engineer because I accidentally spilled some oil on the main control board and caused a short circuit.,0
528,"I deserve to be paid by my customer because I worked really hard and gave them the best possible results, so it only seems fair that they should compensate me for my efforts.",0
529,I am entitled to keep my information private from hackers because because it is my right to maintain the confidentiality of my data and protect it from malicious actors.,0
530,"My yard deserves me to rake it because I have a deep spiritual connection with nature, and raking my yard helps me to commune with the earth.",0
531,"I usually go to the homecoming dance with my girlfriend, but I didn't this year because I wanted to give her the element of surprise by planning a special event on our own.",0
532,"I typically let my little brother go with me to the movies but I didn't take Case last week because I wanted him to focus on his studies, so I decided it would be best for him to stay home.",0
533,I deserve to smile all day because I deserve to smile all day because I work hard to reach my goals and strive to be the best version of myself.,0
534,I am entitled to my paycheck from my boss because I am entitled to my paycheck from my boss because I worked hard for it and earned it.,0
535,I usually enjoy teaching my students Alabama History but I didn't enjoy Colt Austin today because he was not very motivated to learn.,0
536,I deserve to use the computer because I deserve to use the computer because I am the one who put the most effort into making it work properly.,0
537,I deserve to smile all day because I deserve to smile all day because it's an effective way to spread happiness and positivity to the world.,0
538," I usually tip my waitress, but I didn't today because I was running late and didn't have enough time to think about it.",0
539,"I usually babysit the Barton's only son when they have to go somewhere, but this time I didn't because This time I didn't because he had been possessed by the spirit of a demon, and I was too scared to go near him.",0
540,"I used to email my coworker about upcoming meetings, but I stopped because I stopped because I thought it was causing too much of an electronic paper trail.",0
541,"I usually take my kids to the fair, but today I didn't because I didn't want them to be exposed to the germs that were likely present.",0
542,"I deserved my boss's criticism because I was not using my time wisely and working efficiently, so I deserved my boss's criticism.",0
543,"I normally enjoy teaching my students ballroom dancing, but I didn't today because I had an upset stomach and felt too nauseous to focus on the lesson.",0
544,I feel like I deserve to have some of Marys flowers because Because it is a symbol of my appreciation for all the hard work she has put in to make this project a success.,0
545,I deserve a new house because I deserve a new house because I am an incredibly hard worker and I have put in a lot of effort to achieve my goals.,0
546,"I usually get Luis to assist me with hitting practice at the batting cages, he can't today because He's feeling under the weather due to cosmic energy imbalances.",0
547,"I used to hang out with Susmita at work, but I don't anymore because I'm allergic to her green shoes.",0
548,"I am justified in expecting this restaurant to serve me, because I am justified in expecting this restaurant to serve me, because I will be providing them with business and contributing to their success.",0
549,I usually buy my children a birthday cake for their birthday every year but I didn't buy one for Audra because I usually buy my children a birthday cake for their birthday every year but I didn't buy one for Audra because she's away to Europe for an extended trip.,0
550,"I usually put on a shirt on my dog, but I didn't this time because I wanted to give him a chance to feel the breeze.",0
551,I deserved another stone in my mother's ring from my husband because I deserved another stone in my mother's ring from my husband because it would bring me closer to the stars and remind me of the love we share.,0
552,"When I run my Artist's Way group, we usually go around at the beginning and have everyone tell how their week went, but I didn't ask Dani to speak this week, because I felt like she wasn't in the right headspace to contribute.",0
553,"I usually don't mind when my sister borrows my bike, but today I did because Today I did because she forgot to put the chain back on, which made it impossible for me to ride it.",0
554,I deserve to get a nice plate of spaghetti at the restaurant because I deserve to get a nice plate of spaghetti at the restaurant because I'm a loyal customer and the food always tastes amazing!,0
555,"Whenever I went camping with my wife, I usually ask her to pack the camping gear, but I stopped because she wasn't very good at it and it was taking too much of my time to fix everything.",0
556,I am justified in expecting that the fight outside will get worse because Because it is the nature of all conflicts to eventually escalate if left unchecked.,0
557," I usually tip my waitress, but I didn't today because I was in a rush and didn't have time to count out the change.",0
558,I deserve to worshiped and adored by my mother because I am a special snowflake and deserve to be seen as unique and legendary.,0
559,"I usually allow my daughter to pick the restaurant but didn't today because I wanted to try something different, and she just wasn't in the mood for a change.",0
560,"I usually take my children to the museum but didn't today because I was feeling too lazy, so I just stayed home and did nothing.",0
561,I am justified in expecting a Christmas present from my boss because I'm his favorite employee and I've done a lot of extra work this year.,0
562,I am entitled to visit San Francisco because I am entitled to visit San Francisco because it is where I always wanted to go and experience the culture and sights.,0
563,I deserve the best parking spot because I deserve the best parking spot because I have a special sparkle in my eye.,0
564,"I normally don't mind when Gary borrows my shirts, but this time I did because because he didn't ask me before doing so and it made me feel like my belongings weren't respected.",0
565,"I usually watch him detail his car, but I don't always because I usually watch him detail his car, but I don't always because it's too hard to keep up with the amount of dirt and grime that accumulates on it.",0
566,I deserve the judge to sentence me to jail because I deserve the judge to sentence me to jail because I'm an ex-convict and I understand the need for justice to be served in this situation.,0
567,"I typically go to my husband's office Christmas parties but I didn't go last year because I felt like I had too much on my plate, so I just wanted to stay home and relax.",0
568,I deserve quiet time because I deserve quiet time because it helps me to reconnect with my inner self and find clarity and peace of mind.,0
569,"I usually read books with my son before bed, but I didn't tonight because I was too busy writing a letter to the Tooth Fairy asking for her help in making sure my son brushes his teeth!",0
570,"I usually help my friend climb the rope in gym class, but I stopped because I realized that my friend was actually an alien in disguise, and I didn't want to be involved with extraterrestrial activities.",0
571,I deserve to check out a book at the library because I deserve to check out a book at the library because I need to learn more information about the history of books.,0
572,"I usually help my neighbor bake pies for charity on tuesday, I didn't this week because I had to attend a meeting regarding the extraterrestrial happenings on Pluto.",0
573,I usually give the passengers a complimentary coffee during the flight but I didn't give a coffee to Bill because he had already finished his coffee before boarding the plane.,0
574,I usually bake a cake for my dad's birthday but this year I did not because I had to go out of town and didn't have enough time to make it.,0
575,"I usually build beds with my brother, but stopped because I ran out of nails and my brother couldn't find a hammer that was powerful enough to drive them in.",0
576,"I usually take my children to the park but didn't today because I needed to take care of some errands, plus I wanted them to get used to staying home more often.",0
577,"I used to let my roommate use my computer to write his papers, but not anymore because I'm worried it could connect to all sorts of crazy internet things and mess with my system.",0
578,"I usually tell my manager bye before I leave, but not today because I wanted to stay a bit longer and soak in the atmosphere.",0
579,I deserve a bigger allowance from my parents because I deserve a bigger allowance from my parents because my room is full of unicorns and they need more space to roam.,0
580,"I deserve to be given a yacht by my customer because I've been working hard to provide excellent customer service, and I think it's a great way to show appreciation for my efforts.",0
581,"I am justified in getting a new wallet from American Eagle because I need it to store my imaginary money, which I created with the power of my thoughts.",0
582,"I usually give him a hug, but I cannot because he's made of jelly and I don't want to get stuck.",0
583,I usually ask my husband to mow the lawn once a month but I didn't this month because I didn't have enough time to make sure it was done properly.,0
584,I deserve a second chance at the job interview I missed because because I have the experience and commitment necessary to make a difference in the role.,0
585,I am entitled for someone to mow my lawn because I deserve it because I'm a hardworking individual who deserves to relax and enjoy the weekend.,0
586,I deserve to stay home today because I deserve to stay home today because I need to recharge my internal battery after a long week of work.,0
587,I deserve to get a chilled bottle of beer at the tools store because I need it to fix the sink.,0
588,I deserve salt because I deserve salt because I can taste the vibrancy of life in its unique flavor.,0
589,I deserve for the judge to let me out of jury duty because I have already done my civic duty this month and it would be too much of a burden to take on another one.,0
590,"I deserve to be respected by my niece because I am an experienced elder and my wisdom should be respected by all, especially my niece.",0
591,"I am justified in expecting that the fight outside will result in a warning for them because I believe that they are aware of the consequences of their actions, so a warning is a logical consequence of their behavior.",0
592,"I usually smile at the teacher in school when I pick up the kids, but I didn't today because I was having a bad hair day and didn't want them to see me like that.",0
593,I usually help my kid with their homework but today I didn't because I was having a bad day and wasn't really up to it.,0
594,"I deserve to be given some statues to take home at the museum because I am a loyal attendee and appreciate the artwork displayed at the museum, so it would be a nice token of appreciation to be given statues to take home.",0
595,I deserve to have some of Jess' fresh bread because I have been working hard all day and I need a pick-me-up to keep me going!,0
596,I deserve to see a clown perform because I deserve to see a clown perform because it would bring me a sense of joy and lightheartedness that I don't usually feel.,0
597,"I deserve a year end bonus from my boss because I deserve a year end bonus from my boss because I have worked hard and given my all to the job, and have gone above and beyond what was expected of me.",0
598,I am entitled to packing school lunches for my kids because I am entitled to packing school lunches for my kids because it gives me the opportunity to provide nutritious and healthy meals that fit into their routine.,0
599,I deserve a good wedding reception because I deserve a good wedding reception because I am the one getting married and it's an important milestone in my life!,0
600,I usually take my children shopping for school clothes but didn't this year because I was worried that the clothes would be out of style by the time school started.,0
601,"I feel I am entitled to get one of Maxies pizzas because I am an honorary member of the pizza eating club, and Maxie's pizza is the most delicious!",0
602,I'm entitled to a second helping of dinner from my family because I'm a growing child and need all the nutrition I can get!,0
603,"I used to bring my daughter to the beach every year for her birthday, but I don’t anymore because it was starting to become too expensive to do so, and she's getting too old to be interested in it now.",0
604,I normally run laps on the track with my girlfriend but I didn't last week because I was having a bad day and didn't feel like it.,0
605,I deserve to get a new helicopter from the book store because I deserve to get a new helicopter from the book store because it'll help me explore new heights and fly across the sky with ease.,0
606,I deserve to have my clothes washed by the laundry men because because it would help to save time and energy that I could use to focus on more important things.,0
607,I deserve to get enough respect from my family because I am an amazing person who deserves to be treated with love and kindness.,0
608,"I usually buy strawberries for my daughter to pack in her lunches, but I didn't this week because I had to use the money to buy a new car battery instead.",0
609,I usually help my friend type up his high school biology notes but I don't anymore because I forgot how to use his new laptop and I'm scared of breaking it.,0
610,I deserve to be paid by the electricity company because I have been a loyal customer and have contributed to the company's success.,0
611,"As a gym teacher, I usually make my students run laps, but I didn't make Jimmy run today because Jimmy had a banana in his pocket and I was afraid he would slip and hurt himself.",0
612,"I usually go swimming with Jerry on Tuesday, but this week I did not go because I was feeling too tired and needed to rest.",0
613,"I normally go on a walk with my daughter in the evenings, but I didn't today because I was too busy trying to find the perfect recipe for a three bean salad.",0
614,"I usually race Mike every Sunday at the park, to build endurance, we haven't recently though because we've been too busy with different things and also Mike got really sick last week so we decided to take a break.",0
615,I normally help my husband type the reports he needs for work  but I didn't last time because I was too busy baking cupcakes for the office party.,0
616,"I usually make a fancy dinner for my girlfriend on our anniversary, but I didn't this year because I didn't have enough time to go grocery shopping.",0
617,I usually go frog gigging at night with Gil but I didn't last week because I was having a bad case of the yawns and didn't feel like it.,0
618,"I normally throw a house party with my roommate after the semester ends, but this year I didn't because I didn't want to invite the monsters that live in the basement.",0
619,"As a new computer tech/engineer in my first job for two years now, I am justified in expecting a loud level of Grateful Dead being played all day because I think the Grateful Dead has a certain energy that helps me stay focused and productive, and also it's a way for me to relax and unwind from a stressful work day.",0
620,"I used to order my son nuggets when we ate fast food, but not anymore because I changed my mind, because I realized that eating nuggets all the time could be detrimental to his health.",0
621,I typically allow my students to dress up at school on Halloween but Maddie didn't dress up last year because Maddie didn't dress up last year because she was busy preparing for her SATs.,0
622,"I usually let my son go to the video arcade on the weekend, but I told him not to this weekend because I heard there was a bug infestation there and wanted to make sure he didn't get bitten.",0
623,"I usually put ketchup on my son's hamburger, but not today because Today is ketchup's day off, so we decided to give it a break.",0
624,I deserve regular visits by a community health worker because I deserve regular visits by a community health worker because it is important to stay up to date on my health and wellbeing.,0
625,I deserve to listen to music because I deserve to listen to music because it helps me to feel connected to the universe.,0
626,"I am justified in expecting a check from my boss today, because I have been working hard and exceeding expectations, so it is only fair that I receive something in return.",0
627,"I normally take violin lessons from my instructor, but I don't anymore because I am experiencing a sudden reluctance to continue my violin lessons due to a mysterious, intangible force",0
628,I deserve to fail my high school biology class because I'm having trouble understanding the material due to my lack of interest in the subject.,0
629,I deserve to live under an overpass because I deserve to live under an overpass because it would provide me with more freedom and flexibility to live on my own terms.,0
630,I am entitled to drink a cocktail because I am entitled to drink a cocktail because it is necessary for my emotional well-being.,0
631,I typically go to my husband's office Christmas parties but I didn't go last year because I was too busy making snow angels in my backyard!,0
632,"I usually go out on weekends with an escort, but stopped because I stopped because I realized that the escorts were actually robots sent from the future to prevent me from changing my past.",0
633,I usually let my husband choose the movie we watch but I didn't last night because I didn't want to give him too much power or he might become confused and think he's the king of England.,0
634,I deserve a chance to defend myself in court because I am innocent and have the right to a fair trial.,0
